seed,amplitude,snr,method,solver,protocol,distance,lam,penalty,sample_size,max_iterations,shrink,device,backend,field_scale,field_terms,loss,unexplained_pct,rms_log,planted_cv_pct,floor_pct,unexplained_brain_pct,rms_log_brain,planted_cv_brain_pct,floor_brain_pct,iterations,seconds,baseline_seconds,timestamp,git_commit,torch_version,host
11,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,9.26227,0.0935675,15.8344,0.0134185,4.60798,0.0465801,12.6463,0.0103901,30,2.633,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
11,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,9.7095,0.098698,15.8344,0.0134185,5.17785,0.0525358,12.6463,0.0103901,30,2.637,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.29439,0.023453,4.05114,0.00385829,1.09598,0.011072,3.24863,0.00302982,30,2.576,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.26839,0.0334128,4.05114,0.00385829,1.82188,0.0184547,3.24863,0.00302982,30,2.575,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.74375,0.0581509,4.05114,0.00385829,3.72214,0.0376281,3.24863,0.00302982,30,2.584,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.56333,0.0472018,8.20754,0.00696482,2.25775,0.0229784,6.54936,0.00432617,30,2.581,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.629,0.0580644,8.20754,0.00696482,3.13734,0.0319893,6.54936,0.00432617,30,2.577,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,7.53323,0.0769934,8.20754,0.00696482,4.65606,0.0473152,6.54936,0.00432617,30,2.585,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,9.03196,0.0946692,16.8609,0.0255927,5.01622,0.0518209,13.3153,0.0231804,30,2.635,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,9.6089,0.100528,16.8609,0.0255927,5.49524,0.0566995,13.3153,0.0231804,30,2.634,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
12,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.2067,0.106306,16.8609,0.0255927,6.21575,0.0638919,13.3153,0.0231804,30,2.64,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,1.84405,0.0186528,4.05033,0.00298108,0.783311,0.00786721,3.34827,0.0022011,30,2.636,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.57106,0.0261805,4.05033,0.00298108,1.32816,0.0134159,3.34827,0.0022011,30,2.634,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.087,0.0515982,4.05033,0.00298108,3.30446,0.0333122,3.34827,0.0022011,30,2.638,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.89921,0.0400414,8.10184,0.00584614,1.72813,0.0174985,6.70213,0.00394054,30,2.573,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.57456,0.0472277,8.10184,0.00584614,2.2758,0.0231571,6.70213,0.00394054,30,2.57,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,6.04648,0.0623276,8.10184,0.00584614,3.64822,0.0370363,6.70213,0.00394054,30,2.575,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.09166,0.0841,16.2094,0.0131298,4.06689,0.0416435,13.4247,0.00849386,30,2.57,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.38277,0.0871652,16.2094,0.0131298,4.35575,0.0446471,13.4247,0.00849386,30,2.572,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
13,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.88951,0.092489,16.2094,0.0131298,4.98414,0.0510767,13.4247,0.00849386,30,2.568,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.77981,0.0272352,4.54633,0.00229305,1.24391,0.0124238,3.80653,0.00201862,30,2.633,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.87143,0.0287397,4.54633,0.00229305,1.65288,0.0167289,3.80653,0.00201862,30,2.636,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.6078,0.0464014,4.54633,0.00229305,3.29455,0.0333908,3.80653,0.00201862,30,2.637,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.57742,0.0550545,9.00622,0.00476783,2.76439,0.0280067,7.57758,0.00421876,30,2.633,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.59938,0.0560145,9.00622,0.00476783,3.12245,0.0319289,7.57758,0.00421876,30,2.631,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,6.22803,0.0629857,9.00622,0.00476783,4.12278,0.0421964,7.57758,0.00421876,30,2.63,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.6244,0.102826,17.6734,0.013065,5.36304,0.0544219,15.0144,0.012035,30,2.577,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.7557,0.104876,17.6734,0.013065,5.58752,0.0570253,15.0144,0.012035,30,2.572,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
14,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.8965,0.107343,17.6734,0.013065,6.05054,0.0619514,15.0144,0.012035,30,2.578,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.25254,0.023175,3.96115,0.00276719,0.983738,0.00992344,3.37665,0.00160738,30,2.581,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.02475,0.0311371,3.96115,0.00276719,1.46924,0.014852,3.37665,0.00160738,30,2.575,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.56625,0.0566439,3.96115,0.00276719,3.37414,0.0339836,3.37665,0.00160738,30,2.575,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.20982,0.0439762,8.11356,0.00647506,1.93234,0.0196295,6.86777,0.00395029,30,2.582,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.87437,0.0508596,8.11356,0.00647506,2.38831,0.0242938,6.86777,0.00395029,30,2.575,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,6.84999,0.0706873,8.11356,0.00647506,3.96495,0.0400892,6.86777,0.00395029,30,2.571,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.78933,0.0944443,17.0432,0.0238363,4.51134,0.0466015,14.2117,0.0218891,30,2.574,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,9.20639,0.098553,17.0432,0.0238363,4.92819,0.050777,14.2117,0.0218891,30,2.57,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
15,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,9.72,0.103377,17.0432,0.0238363,5.65289,0.0580218,14.2117,0.0218891,30,2.568,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.40494,0.0244941,3.66474,0.00796446,1.20994,0.0122049,2.81934,0.00685194,30,2.626,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.6556,0.0371127,3.66474,0.00796446,2.08413,0.0210502,2.81934,0.00685194,30,2.629,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,6.71235,0.0675068,3.66474,0.00796446,4.23629,0.0426346,2.81934,0.00685194,30,2.63,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.60643,0.0571624,7.39708,0.0132142,2.93503,0.0297109,5.67719,0.00875658,30,2.566,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,7.10276,0.0721448,7.39708,0.0132142,3.98984,0.0403719,5.67719,0.00875658,30,2.571,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.9962,0.0907805,7.39708,0.0132142,5.43704,0.0547577,5.67719,0.00875658,30,2.578,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.8209,0.111584,15.0828,0.0675446,5.73862,0.0583824,11.5137,0.0726314,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,11.3321,0.116701,15.0828,0.0675446,6.16111,0.0626586,11.5137,0.0726314,30,2.572,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
16,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,11.7641,0.120782,15.0828,0.0675446,6.7115,0.0680842,11.5137,0.0726314,30,2.572,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.54363,0.0256597,4.52768,0.00280336,0.970156,0.00974537,3.90114,0.00269,30,2.568,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.99066,0.0304566,4.52768,0.00280336,1.3235,0.01335,3.90114,0.00269,30,2.571,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.31945,0.0538118,4.52768,0.00280336,3.22752,0.0324324,3.90114,0.00269,30,2.572,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.60351,0.057744,9.08495,0.00610093,2.37538,0.0241782,7.84108,0.00587901,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,6.0885,0.0629034,9.08495,0.00610093,2.82689,0.0287579,7.84108,0.00587901,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,7.21526,0.0743249,9.08495,0.00610093,3.95982,0.0400957,7.84108,0.00587901,30,2.574,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.8323,0.113126,18.2849,0.0144151,5.81506,0.0603726,15.8389,0.0138501,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,11.1554,0.116509,18.2849,0.0144151,6.1408,0.0637956,15.8389,0.0138501,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
17,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,11.2441,0.117315,18.2849,0.0144151,6.42428,0.0666878,15.8389,0.0138501,30,2.572,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.65528,0.0269633,5.15763,0.00307719,1.37717,0.0139501,4.52636,0.00241444,30,2.563,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.4514,0.035323,5.15763,0.00307719,2.04129,0.020772,4.52636,0.00241444,30,2.565,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.49172,0.0558128,5.15763,0.00307719,3.64946,0.0370535,4.52636,0.00241444,30,2.569,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.56891,0.0574461,10.3687,0.00724825,3.22269,0.0331302,9.07604,0.00658691,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.95739,0.0616007,10.3687,0.00724825,3.58586,0.0368766,9.07604,0.00658691,30,2.568,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,6.93825,0.0714853,10.3687,0.00724825,4.46332,0.0457312,9.07604,0.00658691,30,2.573,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.1054,0.104102,20.9244,0.0206634,5.98658,0.0619258,18.2309,0.0207934,30,2.56,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.3283,0.10667,20.9244,0.0206634,6.23462,0.0645409,18.2309,0.0207934,30,2.564,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
18,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.6427,0.110014,20.9244,0.0206634,6.74094,0.0697278,18.2309,0.0207934,30,2.552,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.08705,0.020949,3.8229,0.0022607,0.891956,0.008953,2.77565,0.00157815,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.98556,0.0302103,3.8229,0.0022607,1.56533,0.0157677,2.77565,0.00157815,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.8566,0.0588262,3.8229,0.0022607,3.72534,0.0374683,2.77565,0.00157815,30,2.571,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.96344,0.0504662,7.67324,0.00451552,2.24785,0.0227442,5.55738,0.00264871,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.88691,0.0600641,7.67324,0.00451552,3.01863,0.0305753,5.55738,0.00264871,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,7.82372,0.079368,7.67324,0.00451552,4.71669,0.0475952,5.55738,0.00264871,30,2.572,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.1265,0.104668,15.4667,0.011094,5.09913,0.052145,11.1436,0.00715677,30,2.566,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.5394,0.108962,15.4667,0.011094,5.47227,0.0559546,11.1436,0.00715677,30,2.565,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
19,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,10.831,0.111899,15.4667,0.011094,5.94632,0.0606854,11.1436,0.00715677,30,2.568,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,1.71703,0.0172516,4.05967,0.00161096,0.792801,0.007908,3.20244,0.00122338,30,2.579,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.17872,0.0221778,4.05967,0.00161096,1.04651,0.0105407,3.20244,0.00122338,30,2.571,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.33809,0.0440222,4.05967,0.00161096,2.78741,0.0280178,3.20244,0.00122338,30,2.574,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.5995,0.0363638,8.08774,0.00323588,1.60937,0.016052,6.39393,0.00239086,30,2.627,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.8687,0.0395723,8.08774,0.00323588,1.75116,0.0176523,6.39393,0.00239086,30,2.628,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.13755,0.0529824,8.08774,0.00323588,2.90121,0.029337,6.39393,0.00239086,30,2.631,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.0994,0.0819621,16.0583,0.00740932,3.82736,0.0381266,12.7456,0.00577228,30,2.571,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.35019,0.0851207,16.0583,0.00740932,4.00877,0.0402117,12.7456,0.00577228,30,2.57,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
20,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.95543,0.0924596,16.0583,0.00740932,4.5396,0.0460186,12.7456,0.00577228,30,2.575,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,1.47628,0.0148678,2.99698,0.00354402,0.796728,0.00801874,2.17704,0.00279842,30,2.627,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.32604,0.0234981,2.99698,0.00354402,1.54946,0.0156536,2.17704,0.00279842,30,2.627,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.90557,0.0591234,2.99698,0.00354402,4.02238,0.0405364,2.17704,0.00279842,30,2.63,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.14377,0.0318373,6.09176,0.00632177,1.78142,0.01806,4.3992,0.00399114,30,2.626,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.40671,0.0446951,6.09176,0.00632177,2.7689,0.0281601,4.3992,0.00399114,30,2.628,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,7.15543,0.0720102,6.09176,0.00632177,4.65735,0.0471214,4.3992,0.00399114,30,2.63,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,7.55147,0.0776148,12.6107,0.0246048,4.16913,0.0427734,8.99035,0.0232216,30,2.628,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,8.23986,0.0846972,12.6107,0.0246048,4.70265,0.0481904,8.99035,0.0232216,30,2.592,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
21,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,9.17668,0.0939606,12.6107,0.0246048,5.58848,0.0569842,8.99035,0.0232216,30,2.564,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,1.72409,0.0173699,3.23231,0.0019604,0.852436,0.00860561,2.40248,0.00166794,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.37586,0.0241919,3.23231,0.0019604,1.44497,0.0146593,2.40248,0.00166794,30,2.569,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.7202,0.0576084,3.23231,0.0019604,3.80544,0.0384269,2.40248,0.00166794,30,2.572,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.68268,0.0377887,6.56999,0.00387989,1.90805,0.0195314,4.853,0.00319601,30,2.565,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.4,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,4.20084,0.0432849,6.56999,0.00387989,2.44703,0.0250801,4.853,0.00319601,30,2.564,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.4,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,6.06421,0.0616962,6.56999,0.00387989,3.97183,0.0404029,4.853,0.00319601,30,2.566,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.8,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,6.59386,0.0678738,13.5922,0.00800466,3.45731,0.0356424,9.90884,0.00624201,30,2.564,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.8,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,7.03082,0.0727589,13.5922,0.00800466,3.90907,0.04035,9.90884,0.00624201,30,2.575,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
22,0.8,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,7.95917,0.0825253,13.5922,0.00800466,4.81751,0.0495849,9.90884,0.00624201,30,2.582,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
23,0.2,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,2.47885,0.0248629,4.45267,0.00142494,1.01947,0.0102319,3.63387,0.000984382,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
23,0.2,40,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,3.25507,0.0330161,4.45267,0.00142494,1.65961,0.0167403,3.63387,0.000984382,30,2.565,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
23,0.2,20,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.69592,0.0573761,4.45267,0.00142494,3.5737,0.035956,3.63387,0.000984382,30,2.567,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
23,0.4,inf,n3,qr,fixed30,75,1e-07,,,,4,cuda,torch,400,8,,5.9444,0.0607374,8.909,0.00317018,2.72954,0.0277011,7.26901,0.00242193,30,2.558,2.608,2026-08-01T02:21:40,9124b27,2.13.0+cu130,gonzalo
