seed,amplitude,snr,protocol,implementation,unexplained_pct,rms_log,planted_cv_pct,unexplained_brain_pct,rms_log_brain,planted_cv_brain_pct,iterations,seconds,distance,lam,shrink,field_scale,field_terms,timestamp,git_commit,host
23,0.4,inf,v1.1,torch,0.148147,0.00148142,8.909,0.127793,0.0012776,7.26901,597,8.88,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
23,0.4,inf,v1.1,cxx,0.148147,0.00148142,8.909,0.127793,0.0012776,7.26901,597,88.987,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
24,0.4,inf,v1.1,torch,0.140473,0.00140378,8.21065,0.101545,0.00101579,6.99524,624,7.472,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
24,0.4,inf,v1.1,cxx,0.140473,0.00140378,8.21065,0.101545,0.00101579,6.99524,624,67.629,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
25,0.4,inf,v1.1,torch,0.495474,0.00495695,9.22679,0.373736,0.0037361,7.54506,485,5.564,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
25,0.4,inf,v1.1,cxx,0.495474,0.00495695,9.22679,0.373736,0.0037361,7.54506,485,52.036,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
26,0.4,inf,v1.1,torch,0.237224,0.00237426,9.8941,0.150727,0.00150756,7.942,561,6.607,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
26,0.4,inf,v1.1,cxx,0.237224,0.00237426,9.8941,0.150727,0.00150756,7.942,561,62.981,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
27,0.4,inf,v1.1,torch,0.159948,0.00160057,8.42177,0.119046,0.0011903,6.90956,516,6.474,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
27,0.4,inf,v1.1,cxx,0.159948,0.00160057,8.42177,0.119046,0.0011903,6.90956,516,63.633,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
28,0.4,inf,v1.1,torch,0.272914,0.00273268,8.96917,0.153636,0.00153607,6.96572,545,7.436,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
28,0.4,inf,v1.1,cxx,0.272914,0.00273268,8.96917,0.153636,0.00153607,6.96572,545,75.234,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
29,0.4,inf,v1.1,torch,0.178613,0.00178594,10.0979,0.122261,0.00122249,8.48476,570,9.159,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
29,0.4,inf,v1.1,cxx,0.178613,0.00178594,10.0979,0.122261,0.00122249,8.48476,570,72.317,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
30,0.4,inf,v1.1,torch,0.289472,0.00290074,9.22654,0.148149,0.00148125,7.08863,544,6.81,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
30,0.4,inf,v1.1,cxx,0.289472,0.00290074,9.22654,0.148149,0.00148125,7.08863,544,68.222,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
31,0.4,inf,v1.1,torch,0.114303,0.00114336,8.62918,0.0881446,0.000881475,7.54182,585,7.161,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
31,0.4,inf,v1.1,cxx,0.114303,0.00114336,8.62918,0.0881446,0.000881475,7.54182,585,61.897,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
32,0.4,inf,v1.1,torch,0.345106,0.00344376,7.63011,0.216741,0.00216836,5.78325,755,9.214,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
32,0.4,inf,v1.1,cxx,0.345106,0.00344376,7.63011,0.216741,0.00216836,5.78325,755,90.262,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
33,0.4,inf,v1.1,torch,0.22533,0.00225357,8.27676,0.161795,0.00161824,7.12415,591,7.197,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
33,0.4,inf,v1.1,cxx,0.22533,0.00225357,8.27676,0.161795,0.00161824,7.12415,591,73.466,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
34,0.4,inf,v1.1,torch,0.232195,0.00232069,8.45832,0.159547,0.00159495,7.26207,615,8.703,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
34,0.4,inf,v1.1,cxx,0.232195,0.00232069,8.45832,0.159547,0.00159495,7.26207,615,94.314,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
35,0.4,inf,v1.1,torch,0.342529,0.00342919,8.73989,0.277711,0.00277671,7.57785,601,8.486,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
35,0.4,inf,v1.1,cxx,0.342529,0.00342919,8.73989,0.277711,0.00277671,7.57785,601,82.382,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
36,0.4,inf,v1.1,torch,0.279,0.00278886,9.54161,0.197941,0.00197836,8.12703,602,7.635,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
36,0.4,inf,v1.1,cxx,0.279,0.00278886,9.54161,0.197941,0.00197836,8.12703,602,81.371,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
37,0.4,inf,v1.1,torch,0.262388,0.00262042,9.08809,0.180933,0.00180876,7.81297,576,7.546,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
37,0.4,inf,v1.1,cxx,0.262388,0.00262042,9.08809,0.180933,0.00180876,7.81297,576,72.753,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
38,0.4,inf,v1.1,torch,0.424691,0.0042495,7.36944,0.318126,0.00318262,6.0864,511,6.57,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
38,0.4,inf,v1.1,cxx,0.424691,0.0042495,7.36944,0.318126,0.00318262,6.0864,511,68.172,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
39,0.4,inf,v1.1,torch,0.215628,0.00215755,8.78367,0.134275,0.00134208,7.37835,603,7.459,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
39,0.4,inf,v1.1,cxx,0.215628,0.00215755,8.78367,0.134275,0.00134208,7.37835,603,68.724,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
40,0.4,inf,v1.1,torch,0.247318,0.00247733,8.67211,0.146527,0.00146508,7.62176,548,6.536,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
40,0.4,inf,v1.1,cxx,0.247318,0.00247733,8.67211,0.146527,0.00146508,7.62176,548,61.174,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
41,0.4,inf,v1.1,torch,0.211824,0.00211742,8.94923,0.164401,0.00164464,7.71337,526,6.113,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
41,0.4,inf,v1.1,cxx,0.211824,0.00211742,8.94923,0.164401,0.00164464,7.71337,526,64.251,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
42,0.4,inf,v1.1,torch,0.220716,0.00220909,9.02058,0.130576,0.00130581,7.9398,548,8.227,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
42,0.4,inf,v1.1,cxx,0.220716,0.00220909,9.02058,0.130576,0.00130581,7.9398,548,73.005,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
43,0.4,inf,v1.1,torch,0.400224,0.00401325,7.56247,0.268906,0.00268855,5.82068,431,5.852,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
43,0.4,inf,v1.1,cxx,0.400224,0.00401325,7.56247,0.268906,0.00268855,5.82068,431,62.506,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
44,0.4,inf,v1.1,torch,0.179607,0.00179591,8.95706,0.124799,0.00124764,6.73641,621,8.684,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
44,0.4,inf,v1.1,cxx,0.179607,0.00179591,8.95706,0.124799,0.00124764,6.73641,621,71.665,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
45,0.4,inf,v1.1,torch,0.859442,0.0086143,8.24789,0.546305,0.0054598,5.37812,453,5.811,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
45,0.4,inf,v1.1,cxx,0.859442,0.0086143,8.24789,0.546305,0.0054598,5.37812,453,50.801,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
46,0.4,inf,v1.1,torch,0.144059,0.00144068,8.61703,0.109999,0.00110003,7.38038,648,8.159,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
46,0.4,inf,v1.1,cxx,0.144059,0.00144068,8.61703,0.109999,0.00110003,7.38038,648,72.331,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
47,0.4,inf,v1.1,torch,0.210441,0.00210727,9.44689,0.130844,0.00130798,8.26273,545,6.39,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
47,0.4,inf,v1.1,cxx,0.210441,0.00210727,9.44689,0.130844,0.00130798,8.26273,545,72.994,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
48,0.4,inf,v1.1,torch,0.149959,0.00149989,8.13322,0.0987526,0.000987459,6.32722,606,7.908,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
48,0.4,inf,v1.1,cxx,0.149959,0.00149989,8.13322,0.0987526,0.000987459,6.32722,606,72.209,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
49,0.4,inf,v1.1,torch,0.319542,0.003197,7.95542,0.214964,0.00215004,6.01722,529,6.849,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
49,0.4,inf,v1.1,cxx,0.319542,0.003197,7.95542,0.214964,0.00215004,6.01722,529,65.561,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
50,0.4,inf,v1.1,torch,0.311797,0.00311067,8.05919,0.20058,0.00200608,6.42421,762,12.245,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
50,0.4,inf,v1.1,cxx,0.311797,0.00311067,8.05919,0.20058,0.00200608,6.42421,762,91.386,200,1e-07,4,400,8,2026-08-06T15:35:15,b653c2e,gonzalo
